=== DANH SÁCH LUẬT KẾT HỢP (MinConf = 0.6) ===
29 -> 5 : sup = 2964.00, conf = 0.93, lift = 0.00
29 48 58 -> 36 40 : sup = 2945.00, conf = 0.98, lift = 0.00
29 40 48 -> 36 58 : sup = 2945.00, conf = 0.99, lift = 0.00
40 48 58 -> 29 36 : sup = 2945.00, conf = 0.99, lift = 0.00
29 36 48 -> 40 58 : sup = 2945.00, conf = 0.99, lift = 0.00
36 48 58 -> 29 40 : sup = 2945.00, conf = 0.99, lift = 0.00
36 40 48 -> 29 58 : sup = 2945.00, conf = 0.99, lift = 0.00
29 58 -> 36 40 48 : sup = 2945.00, conf = 0.93, lift = 0.00
29 40 -> 36 48 58 : sup = 2945.00, conf = 0.93, lift = 0.00
40 58 -> 29 36 48 : sup = 2945.00, conf = 0.93, lift = 0.00
29 36 -> 40 48 58 : sup = 2945.00, conf = 0.95, lift = 0.00
36 58 -> 29 40 48 : sup = 2945.00, conf = 0.95, lift = 0.00
36 40 -> 29 48 58 : sup = 2945.00, conf = 0.96, lift = 0.00
29 48 -> 36 40 58 : sup = 2945.00, conf = 0.98, lift = 0.00
48 58 -> 29 36 40 : sup = 2945.00, conf = 0.98, lift = 0.00
40 48 -> 29 36 58 : sup = 2945.00, conf = 0.99, lift = 0.00
36 48 -> 29 40 58 : sup = 2945.00, conf = 0.99, lift = 0.00
29 -> 36 40 48 58 : sup = 2945.00, conf = 0.93, lift = 0.00
58 -> 29 36 40 48 : sup = 2945.00, conf = 0.92, lift = 0.00
40 -> 29 36 48 58 : sup = 2945.00, conf = 0.93, lift = 0.00
36 -> 29 40 48 58 : sup = 2945.00, conf = 0.95, lift = 0.00
48 -> 29 36 40 58 : sup = 2945.00, conf = 0.98, lift = 0.00
52 60 66 -> 34 : sup = 2877.00, conf = 0.96, lift = 0.00
34 52 60 -> 66 : sup = 2877.00, conf = 0.96, lift = 0.00
34 60 66 -> 52 : sup = 2877.00, conf = 1.00, lift = 0.00
34 52 66 -> 60 : sup = 2877.00, conf = 1.00, lift = 0.00
52 60 -> 34 66 : sup = 2877.00, conf = 0.92, lift = 0.00
60 66 -> 34 52 : sup = 2877.00, conf = 0.95, lift = 0.00
52 66 -> 34 60 : sup = 2877.00, conf = 0.96, lift = 0.00
34 60 -> 52 66 : sup = 2877.00, conf = 0.96, lift = 0.00
34 52 -> 60 66 : sup = 2877.00, conf = 0.95, lift = 0.00
34 66 -> 52 60 : sup = 2877.00, conf = 1.00, lift = 0.00
60 -> 34 52 66 : sup = 2877.00, conf = 0.91, lift = 0.00
52 -> 34 60 66 : sup = 2877.00, conf = 0.90, lift = 0.00
66 -> 34 52 60 : sup = 2877.00, conf = 0.95, lift = 0.00
34 -> 52 60 66 : sup = 2877.00, conf = 0.95, lift = 0.00
36 52 58 -> 66 : sup = 2912.00, conf = 0.94, lift = 0.00
52 58 66 -> 36 : sup = 2912.00, conf = 0.97, lift = 0.00
36 58 66 -> 52 : sup = 2912.00, conf = 1.00, lift = 0.00
36 52 66 -> 58 : sup = 2912.00, conf = 1.00, lift = 0.00
52 58 -> 36 66 : sup = 2912.00, conf = 0.91, lift = 0.00
36 58 -> 52 66 : sup = 2912.00, conf = 0.94, lift = 0.00
36 52 -> 58 66 : sup = 2912.00, conf = 0.94, lift = 0.00
58 66 -> 36 52 : sup = 2912.00, conf = 0.96, lift = 0.00
52 66 -> 36 58 : sup = 2912.00, conf = 0.97, lift = 0.00
36 66 -> 52 58 : sup = 2912.00, conf = 1.00, lift = 0.00
58 -> 36 52 66 : sup = 2912.00, conf = 0.91, lift = 0.00
52 -> 36 58 66 : sup = 2912.00, conf = 0.91, lift = 0.00
36 -> 52 58 66 : sup = 2912.00, conf = 0.94, lift = 0.00
66 -> 36 52 58 : sup = 2912.00, conf = 0.96, lift = 0.00
40 58 62 -> 52 : sup = 3034.00, conf = 1.00, lift = 0.00
52 58 62 -> 40 : sup = 3034.00, conf = 1.00, lift = 0.00
40 52 62 -> 58 : sup = 3034.00, conf = 1.00, lift = 0.00
40 52 58 -> 62 : sup = 3034.00, conf = 0.96, lift = 0.00
58 62 -> 40 52 : sup = 3034.00, conf = 0.99, lift = 0.00
40 62 -> 52 58 : sup = 3034.00, conf = 1.00, lift = 0.00
40 58 -> 52 62 : sup = 3034.00, conf = 0.96, lift = 0.00
52 62 -> 40 58 : sup = 3034.00, conf = 1.00, lift = 0.00
52 58 -> 40 62 : sup = 3034.00, conf = 0.95, lift = 0.00
40 52 -> 58 62 : sup = 3034.00, conf = 0.96, lift = 0.00
62 -> 40 52 58 : sup = 3034.00, conf = 0.99, lift = 0.00
58 -> 40 52 62 : sup = 3034.00, conf = 0.95, lift = 0.00
40 -> 52 58 62 : sup = 3034.00, conf = 0.96, lift = 0.00
52 -> 40 58 62 : sup = 3034.00, conf = 0.95, lift = 0.00
7 29 52 58 -> 66 : sup = 2890.00, conf = 0.95, lift = 0.00
7 29 58 66 -> 52 : sup = 2890.00, conf = 1.00, lift = 0.00
29 52 58 66 -> 7 : sup = 2890.00, conf = 0.96, lift = 0.00
7 29 52 66 -> 58 : sup = 2890.00, conf = 1.00, lift = 0.00
7 52 58 66 -> 29 : sup = 2890.00, conf = 1.00, lift = 0.00
7 29 58 -> 52 66 : sup = 2890.00, conf = 0.94, lift = 0.00
29 52 58 -> 7 66 : sup = 2890.00, conf = 0.91, lift = 0.00
7 29 52 -> 58 66 : sup = 2890.00, conf = 0.95, lift = 0.00
7 52 58 -> 29 66 : sup = 2890.00, conf = 0.94, lift = 0.00
29 58 66 -> 7 52 : sup = 2890.00, conf = 0.96, lift = 0.00
7 29 66 -> 52 58 : sup = 2890.00, conf = 1.00, lift = 0.00
7 58 66 -> 29 52 : sup = 2890.00, conf = 0.99, lift = 0.00
29 52 66 -> 7 58 : sup = 2890.00, conf = 0.96, lift = 0.00
52 58 66 -> 7 29 : sup = 2890.00, conf = 0.96, lift = 0.00
7 52 66 -> 29 58 : sup = 2890.00, conf = 1.00, lift = 0.00
29 58 -> 7 52 66 : sup = 2890.00, conf = 0.91, lift = 0.00
7 29 -> 52 58 66 : sup = 2890.00, conf = 0.94, lift = 0.00
7 58 -> 29 52 66 : sup = 2890.00, conf = 0.94, lift = 0.00
29 52 -> 7 58 66 : sup = 2890.00, conf = 0.91, lift = 0.00
52 58 -> 7 29 66 : sup = 2890.00, conf = 0.91, lift = 0.00
7 52 -> 29 58 66 : sup = 2890.00, conf = 0.94, lift = 0.00
29 66 -> 7 52 58 : sup = 2890.00, conf = 0.96, lift = 0.00
58 66 -> 7 29 52 : sup = 2890.00, conf = 0.96, lift = 0.00
7 66 -> 29 52 58 : sup = 2890.00, conf = 0.99, lift = 0.00
52 66 -> 7 29 58 : sup = 2890.00, conf = 0.96, lift = 0.00
29 -> 7 52 58 66 : sup = 2890.00, conf = 0.91, lift = 0.00
58 -> 7 29 52 66 : sup = 2890.00, conf = 0.90, lift = 0.00
7 -> 29 52 58 66 : sup = 2890.00, conf = 0.94, lift = 0.00
52 -> 7 29 58 66 : sup = 2890.00, conf = 0.91, lift = 0.00
66 -> 7 29 52 58 : sup = 2890.00, conf = 0.96, lift = 0.00
29 58 60 -> 66 : sup = 3012.00, conf = 0.96, lift = 0.00
29 60 66 -> 58 : sup = 3012.00, conf = 1.00, lift = 0.00
29 58 66 -> 60 : sup = 3012.00, conf = 1.00, lift = 0.00
58 60 66 -> 29 : sup = 3012.00, conf = 1.00, lift = 0.00
29 60 -> 58 66 : sup = 3012.00, conf = 0.96, lift = 0.00
29 58 -> 60 66 : sup = 3012.00, conf = 0.95, lift = 0.00
58 60 -> 29 66 : sup = 3012.00, conf = 0.96, lift = 0.00
29 66 -> 58 60 : sup = 3012.00, conf = 1.00, lift = 0.00
60 66 -> 29 58 : sup = 3012.00, conf = 1.00, lift = 0.00
58 66 -> 29 60 : sup = 3012.00, conf = 1.00, lift = 0.00
29 -> 58 60 66 : sup = 3012.00, conf = 0.95, lift = 0.00
60 -> 29 58 66 : sup = 3012.00, conf = 0.96, lift = 0.00
58 -> 29 60 66 : sup = 3012.00, conf = 0.94, lift = 0.00
66 -> 29 58 60 : sup = 3012.00, conf = 1.00, lift = 0.00
7 52 58 60 -> 36 : sup = 2922.00, conf = 0.97, lift = 0.00
7 36 58 60 -> 52 : sup = 2922.00, conf = 1.00, lift = 0.00
36 52 58 60 -> 7 : sup = 2922.00, conf = 0.96, lift = 0.00
7 36 52 60 -> 58 : sup = 2922.00, conf = 1.00, lift = 0.00
7 36 52 58 -> 60 : sup = 2922.00, conf = 0.98, lift = 0.00
7 58 60 -> 36 52 : sup = 2922.00, conf = 0.96, lift = 0.00
52 58 60 -> 7 36 : sup = 2922.00, conf = 0.93, lift = 0.00
7 52 60 -> 36 58 : sup = 2922.00, conf = 0.97, lift = 0.00
7 52 58 -> 36 60 : sup = 2922.00, conf = 0.95, lift = 0.00
36 58 60 -> 7 52 : sup = 2922.00, conf = 0.96, lift = 0.00
7 36 60 -> 52 58 : sup = 2922.00, conf = 1.00, lift = 0.00
7 36 58 -> 52 60 : sup = 2922.00, conf = 0.98, lift = 0.00
36 52 60 -> 7 58 : sup = 2922.00, conf = 0.96, lift = 0.00
36 52 58 -> 7 60 : sup = 2922.00, conf = 0.95, lift = 0.00
7 36 52 -> 58 60 : sup = 2922.00, conf = 0.98, lift = 0.00
58 60 -> 7 36 52 : sup = 2922.00, conf = 0.93, lift = 0.00
7 60 -> 36 52 58 : sup = 2922.00, conf = 0.96, lift = 0.00
7 58 -> 36 52 60 : sup = 2922.00, conf = 0.95, lift = 0.00
52 60 -> 7 36 58 : sup = 2922.00, conf = 0.93, lift = 0.00
52 58 -> 7 36 60 : sup = 2922.00, conf = 0.92, lift = 0.00
7 52 -> 36 58 60 : sup = 2922.00, conf = 0.95, lift = 0.00
36 60 -> 7 52 58 : sup = 2922.00, conf = 0.96, lift = 0.00
36 58 -> 7 52 60 : sup = 2922.00, conf = 0.94, lift = 0.00
7 36 -> 52 58 60 : sup = 2922.00, conf = 0.98, lift = 0.00
36 52 -> 7 58 60 : sup = 2922.00, conf = 0.95, lift = 0.00
60 -> 7 36 52 58 : sup = 2922.00, conf = 0.93, lift = 0.00
58 -> 7 36 52 60 : sup = 2922.00, conf = 0.91, lift = 0.00
7 -> 36 52 58 60 : sup = 2922.00, conf = 0.95, lift = 0.00
52 -> 7 36 58 60 : sup = 2922.00, conf = 0.92, lift = 0.00
36 -> 7 52 58 60 : sup = 2922.00, conf = 0.94, lift = 0.00
29 36 40 60 -> 48 : sup = 2922.00, conf = 0.97, lift = 0.00
29 40 48 60 -> 36 : sup = 2922.00, conf = 0.99, lift = 0.00
29 36 48 60 -> 40 : sup = 2922.00, conf = 0.99, lift = 0.00
29 36 40 48 -> 60 : sup = 2922.00, conf = 0.99, lift = 0.00
36 40 48 60 -> 29 : sup = 2922.00, conf = 1.00, lift = 0.00
29 40 60 -> 36 48 : sup = 2922.00, conf = 0.94, lift = 0.00
29 36 60 -> 40 48 : sup = 2922.00, conf = 0.96, lift = 0.00
29 36 40 -> 48 60 : sup = 2922.00, conf = 0.96, lift = 0.00
36 40 60 -> 29 48 : sup = 2922.00, conf = 0.97, lift = 0.00
29 48 60 -> 36 40 : sup = 2922.00, conf = 0.98, lift = 0.00
29 40 48 -> 36 60 : sup = 2922.00, conf = 0.98, lift = 0.00
40 48 60 -> 29 36 : sup = 2922.00, conf = 0.99, lift = 0.00
29 36 48 -> 40 60 : sup = 2922.00, conf = 0.98, lift = 0.00
36 48 60 -> 29 40 : sup = 2922.00, conf = 0.99, lift = 0.00
36 40 48 -> 29 60 : sup = 2922.00, conf = 0.99, lift = 0.00
29 60 -> 36 40 48 : sup = 2922.00, conf = 0.93, lift = 0.00
29 40 -> 36 48 60 : sup = 2922.00, conf = 0.93, lift = 0.00
40 60 -> 29 36 48 : sup = 2922.00, conf = 0.94, lift = 0.00
29 36 -> 40 48 60 : sup = 2922.00, conf = 0.95, lift = 0.00
36 60 -> 29 40 48 : sup = 2922.00, conf = 0.96, lift = 0.00
36 40 -> 29 48 60 : sup = 2922.00, conf = 0.95, lift = 0.00
29 48 -> 36 40 60 : sup = 2922.00, conf = 0.97, lift = 0.00
48 60 -> 29 36 40 : sup = 2922.00, conf = 0.98, lift = 0.00
40 48 -> 29 36 60 : sup = 2922.00, conf = 0.98, lift = 0.00
36 48 -> 29 40 60 : sup = 2922.00, conf = 0.98, lift = 0.00
29 -> 36 40 48 60 : sup = 2922.00, conf = 0.92, lift = 0.00
60 -> 29 36 40 48 : sup = 2922.00, conf = 0.93, lift = 0.00
40 -> 29 36 48 60 : sup = 2922.00, conf = 0.92, lift = 0.00
36 -> 29 40 48 60 : sup = 2922.00, conf = 0.94, lift = 0.00
48 -> 29 36 40 60 : sup = 2922.00, conf = 0.97, lift = 0.00
7 40 56 58 -> 52 : sup = 2888.00, conf = 1.00, lift = 0.00
40 52 56 58 -> 7 : sup = 2888.00, conf = 0.97, lift = 0.00
7 52 56 58 -> 40 : sup = 2888.00, conf = 0.99, lift = 0.00
7 40 52 58 -> 56 : sup = 2888.00, conf = 0.95, lift = 0.00
7 40 52 56 -> 58 : sup = 2888.00, conf = 1.00, lift = 0.00
40 56 58 -> 7 52 : sup = 2888.00, conf = 0.96, lift = 0.00
7 56 58 -> 40 52 : sup = 2888.00, conf = 0.99, lift = 0.00
7 40 58 -> 52 56 : sup = 2888.00, conf = 0.95, lift = 0.00
7 40 56 -> 52 58 : sup = 2888.00, conf = 1.00, lift = 0.00
52 56 58 -> 7 40 : sup = 2888.00, conf = 0.96, lift = 0.00
40 52 58 -> 7 56 : sup = 2888.00, conf = 0.91, lift = 0.00
40 52 56 -> 7 58 : sup = 2888.00, conf = 0.97, lift = 0.00
7 52 58 -> 40 56 : sup = 2888.00, conf = 0.94, lift = 0.00
7 52 56 -> 40 58 : sup = 2888.00, conf = 0.99, lift = 0.00
7 40 52 -> 56 58 : sup = 2888.00, conf = 0.95, lift = 0.00
56 58 -> 7 40 52 : sup = 2888.00, conf = 0.96, lift = 0.00
40 58 -> 7 52 56 : sup = 2888.00, conf = 0.91, lift = 0.00
40 56 -> 7 52 58 : sup = 2888.00, conf = 0.96, lift = 0.00
7 58 -> 40 52 56 : sup = 2888.00, conf = 0.94, lift = 0.00
7 56 -> 40 52 58 : sup = 2888.00, conf = 0.99, lift = 0.00
7 40 -> 52 56 58 : sup = 2888.00, conf = 0.95, lift = 0.00
52 58 -> 7 40 56 : sup = 2888.00, conf = 0.91, lift = 0.00
52 56 -> 7 40 58 : sup = 2888.00, conf = 0.96, lift = 0.00
40 52 -> 7 56 58 : sup = 2888.00, conf = 0.91, lift = 0.00
7 52 -> 40 56 58 : sup = 2888.00, conf = 0.94, lift = 0.00
58 -> 7 40 52 56 : sup = 2888.00, conf = 0.90, lift = 0.00
56 -> 7 40 52 58 : sup = 2888.00, conf = 0.96, lift = 0.00
40 -> 7 52 56 58 : sup = 2888.00, conf = 0.91, lift = 0.00
7 -> 40 52 56 58 : sup = 2888.00, conf = 0.94, lift = 0.00
52 -> 7 40 56 58 : sup = 2888.00, conf = 0.91, lift = 0.00
29 40 52 58 -> 34 : sup = 3003.00, conf = 0.96, lift = 0.00
29 34 40 58 -> 52 : sup = 3003.00, conf = 1.00, lift = 0.00
29 34 52 58 -> 40 : sup = 3003.00, conf = 0.99, lift = 0.00
29 34 40 52 -> 58 : sup = 3003.00, conf = 1.00, lift = 0.00
34 40 52 58 -> 29 : sup = 3003.00, conf = 1.00, lift = 0.00
29 40 58 -> 34 52 : sup = 3003.00, conf = 0.95, lift = 0.00
29 52 58 -> 34 40 : sup = 3003.00, conf = 0.95, lift = 0.00
29 40 52 -> 34 58 : sup = 3003.00, conf = 0.96, lift = 0.00
40 52 58 -> 29 34 : sup = 3003.00, conf = 0.95, lift = 0.00
29 34 58 -> 40 52 : sup = 3003.00, conf = 0.99, lift = 0.00
29 34 40 -> 52 58 : sup = 3003.00, conf = 1.00, lift = 0.00
34 40 58 -> 29 52 : sup = 3003.00, conf = 1.00, lift = 0.00
29 34 52 -> 40 58 : sup = 3003.00, conf = 0.99, lift = 0.00
34 52 58 -> 29 40 : sup = 3003.00, conf = 0.99, lift = 0.00
34 40 52 -> 29 58 : sup = 3003.00, conf = 1.00, lift = 0.00
29 58 -> 34 40 52 : sup = 3003.00, conf = 0.94, lift = 0.00
29 40 -> 34 52 58 : sup = 3003.00, conf = 0.95, lift = 0.00
40 58 -> 29 34 52 : sup = 3003.00, conf = 0.95, lift = 0.00
29 52 -> 34 40 58 : sup = 3003.00, conf = 0.95, lift = 0.00
52 58 -> 29 34 40 : sup = 3003.00, conf = 0.94, lift = 0.00
40 52 -> 29 34 58 : sup = 3003.00, conf = 0.95, lift = 0.00
29 34 -> 40 52 58 : sup = 3003.00, conf = 0.99, lift = 0.00
34 58 -> 29 40 52 : sup = 3003.00, conf = 0.99, lift = 0.00
34 40 -> 29 52 58 : sup = 3003.00, conf = 1.00, lift = 0.00
34 52 -> 29 40 58 : sup = 3003.00, conf = 0.99, lift = 0.00
29 -> 34 40 52 58 : sup = 3003.00, conf = 0.94, lift = 0.00
58 -> 29 34 40 52 : sup = 3003.00, conf = 0.94, lift = 0.00
40 -> 29 34 52 58 : sup = 3003.00, conf = 0.95, lift = 0.00
52 -> 29 34 40 58 : sup = 3003.00, conf = 0.94, lift = 0.00
34 -> 29 40 52 58 : sup = 3003.00, conf = 0.99, lift = 0.00
29 40 52 56 -> 36 : sup = 2879.00, conf = 0.97, lift = 0.00
29 36 40 56 -> 52 : sup = 2879.00, conf = 1.00, lift = 0.00
29 36 52 56 -> 40 : sup = 2879.00, conf = 0.99, lift = 0.00
29 36 40 52 -> 56 : sup = 2879.00, conf = 0.94, lift = 0.00
36 40 52 56 -> 29 : sup = 2879.00, conf = 0.99, lift = 0.00
29 40 56 -> 36 52 : sup = 2879.00, conf = 0.97, lift = 0.00
29 52 56 -> 36 40 : sup = 2879.00, conf = 0.96, lift = 0.00
29 40 52 -> 36 56 : sup = 2879.00, conf = 0.92, lift = 0.00
40 52 56 -> 29 36 : sup = 2879.00, conf = 0.96, lift = 0.00
29 36 56 -> 40 52 : sup = 2879.00, conf = 0.99, lift = 0.00
29 36 40 -> 52 56 : sup = 2879.00, conf = 0.94, lift = 0.00
36 40 56 -> 29 52 : sup = 2879.00, conf = 0.99, lift = 0.00
29 36 52 -> 40 56 : sup = 2879.00, conf = 0.94, lift = 0.00
36 52 56 -> 29 40 : sup = 2879.00, conf = 0.99, lift = 0.00
36 40 52 -> 29 56 : sup = 2879.00, conf = 0.94, lift = 0.00
29 56 -> 36 40 52 : sup = 2879.00, conf = 0.96, lift = 0.00
29 40 -> 36 52 56 : sup = 2879.00, conf = 0.91, lift = 0.00
40 56 -> 29 36 52 : sup = 2879.00, conf = 0.96, lift = 0.00
29 52 -> 36 40 56 : sup = 2879.00, conf = 0.91, lift = 0.00
52 56 -> 29 36 40 : sup = 2879.00, conf = 0.95, lift = 0.00
40 52 -> 29 36 56 : sup = 2879.00, conf = 0.91, lift = 0.00
29 36 -> 40 52 56 : sup = 2879.00, conf = 0.93, lift = 0.00
36 56 -> 29 40 52 : sup = 2879.00, conf = 0.98, lift = 0.00
36 40 -> 29 52 56 : sup = 2879.00, conf = 0.94, lift = 0.00
36 52 -> 29 40 56 : sup = 2879.00, conf = 0.93, lift = 0.00
29 -> 36 40 52 56 : sup = 2879.00, conf = 0.91, lift = 0.00
56 -> 29 36 40 52 : sup = 2879.00, conf = 0.95, lift = 0.00
40 -> 29 36 52 56 : sup = 2879.00, conf = 0.91, lift = 0.00
52 -> 29 36 40 56 : sup = 2879.00, conf = 0.90, lift = 0.00
36 -> 29 40 52 56 : sup = 2879.00, conf = 0.93, lift = 0.00
36 52 60 -> 66 : sup = 2913.00, conf = 0.96, lift = 0.00
52 60 66 -> 36 : sup = 2913.00, conf = 0.97, lift = 0.00
36 60 66 -> 52 : sup = 2913.00, conf = 1.00, lift = 0.00
36 52 66 -> 60 : sup = 2913.00, conf = 1.00, lift = 0.00
52 60 -> 36 66 : sup = 2913.00, conf = 0.93, lift = 0.00
36 60 -> 52 66 : sup = 2913.00, conf = 0.95, lift = 0.00
36 52 -> 60 66 : sup = 2913.00, conf = 0.94, lift = 0.00
60 66 -> 36 52 : sup = 2913.00, conf = 0.96, lift = 0.00
52 66 -> 36 60 : sup = 2913.00, conf = 0.97, lift = 0.00
36 66 -> 52 60 : sup = 2913.00, conf = 1.00, lift = 0.00
60 -> 36 52 66 : sup = 2913.00, conf = 0.93, lift = 0.00
52 -> 36 60 66 : sup = 2913.00, conf = 0.91, lift = 0.00
36 -> 52 60 66 : sup = 2913.00, conf = 0.94, lift = 0.00
66 -> 36 52 60 : sup = 2913.00, conf = 0.96, lift = 0.00
40 60 62 -> 52 : sup = 2988.00, conf = 1.00, lift = 0.00
52 60 62 -> 40 : sup = 2988.00, conf = 1.00, lift = 0.00
40 52 62 -> 60 : sup = 2988.00, conf = 0.98, lift = 0.00
40 52 60 -> 62 : sup = 2988.00, conf = 0.96, lift = 0.00
60 62 -> 40 52 : sup = 2988.00, conf = 0.99, lift = 0.00
40 62 -> 52 60 : sup = 2988.00, conf = 0.98, lift = 0.00
40 60 -> 52 62 : sup = 2988.00, conf = 0.96, lift = 0.00
52 62 -> 40 60 : sup = 2988.00, conf = 0.98, lift = 0.00
52 60 -> 40 62 : sup = 2988.00, conf = 0.95, lift = 0.00
40 52 -> 60 62 : sup = 2988.00, conf = 0.95, lift = 0.00
62 -> 40 52 60 : sup = 2988.00, conf = 0.98, lift = 0.00
60 -> 40 52 62 : sup = 2988.00, conf = 0.95, lift = 0.00
40 -> 52 60 62 : sup = 2988.00, conf = 0.94, lift = 0.00
52 -> 40 60 62 : sup = 2988.00, conf = 0.94, lift = 0.00
56 58 60 -> 40 : sup = 2949.00, conf = 0.99, lift = 0.00
40 58 60 -> 56 : sup = 2949.00, conf = 0.94, lift = 0.00
40 56 60 -> 58 : sup = 2949.00, conf = 1.00, lift = 0.00
40 56 58 -> 60 : sup = 2949.00, conf = 0.98, lift = 0.00
58 60 -> 40 56 : sup = 2949.00, conf = 0.94, lift = 0.00
56 60 -> 40 58 : sup = 2949.00, conf = 0.99, lift = 0.00
56 58 -> 40 60 : sup = 2949.00, conf = 0.98, lift = 0.00
40 60 -> 56 58 : sup = 2949.00, conf = 0.94, lift = 0.00
40 58 -> 56 60 : sup = 2949.00, conf = 0.93, lift = 0.00
40 56 -> 58 60 : sup = 2949.00, conf = 0.98, lift = 0.00
60 -> 40 56 58 : sup = 2949.00, conf = 0.94, lift = 0.00
58 -> 40 56 60 : sup = 2949.00, conf = 0.92, lift = 0.00
56 -> 40 58 60 : sup = 2949.00, conf = 0.98, lift = 0.00
40 -> 56 58 60 : sup = 2949.00, conf = 0.93, lift = 0.00
7 29 52 60 -> 66 : sup = 2891.00, conf = 0.96, lift = 0.00
7 29 60 66 -> 52 : sup = 2891.00, conf = 1.00, lift = 0.00
29 52 60 66 -> 7 : sup = 2891.00, conf = 0.96, lift = 0.00
7 29 52 66 -> 60 : sup = 2891.00, conf = 1.00, lift = 0.00
7 52 60 66 -> 29 : sup = 2891.00, conf = 1.00, lift = 0.00
7 29 60 -> 52 66 : sup = 2891.00, conf = 0.96, lift = 0.00
29 52 60 -> 7 66 : sup = 2891.00, conf = 0.93, lift = 0.00
7 29 52 -> 60 66 : sup = 2891.00, conf = 0.95, lift = 0.00
7 52 60 -> 29 66 : sup = 2891.00, conf = 0.96, lift = 0.00
29 60 66 -> 7 52 : sup = 2891.00, conf = 0.96, lift = 0.00
7 29 66 -> 52 60 : sup = 2891.00, conf = 1.00, lift = 0.00
7 60 66 -> 29 52 : sup = 2891.00, conf = 0.99, lift = 0.00
29 52 66 -> 7 60 : sup = 2891.00, conf = 0.96, lift = 0.00
52 60 66 -> 7 29 : sup = 2891.00, conf = 0.96, lift = 0.00
7 52 66 -> 29 60 : sup = 2891.00, conf = 1.00, lift = 0.00
29 60 -> 7 52 66 : sup = 2891.00, conf = 0.92, lift = 0.00
7 29 -> 52 60 66 : sup = 2891.00, conf = 0.94, lift = 0.00
7 60 -> 29 52 66 : sup = 2891.00, conf = 0.95, lift = 0.00
29 52 -> 7 60 66 : sup = 2891.00, conf = 0.91, lift = 0.00
52 60 -> 7 29 66 : sup = 2891.00, conf = 0.92, lift = 0.00
7 52 -> 29 60 66 : sup = 2891.00, conf = 0.94, lift = 0.00
29 66 -> 7 52 60 : sup = 2891.00, conf = 0.96, lift = 0.00
60 66 -> 7 29 52 : sup = 2891.00, conf = 0.96, lift = 0.00
7 66 -> 29 52 60 : sup = 2891.00, conf = 0.99, lift = 0.00
52 66 -> 7 29 60 : sup = 2891.00, conf = 0.96, lift = 0.00
29 -> 7 52 60 66 : sup = 2891.00, conf = 0.91, lift = 0.00
60 -> 7 29 52 66 : sup = 2891.00, conf = 0.92, lift = 0.00
7 -> 29 52 60 66 : sup = 2891.00, conf = 0.94, lift = 0.00
52 -> 7 29 60 66 : sup = 2891.00, conf = 0.91, lift = 0.00
66 -> 7 29 52 60 : sup = 2891.00, conf = 0.96, lift = 0.00
29 58 62 -> 66 : sup = 2884.00, conf = 0.95, lift = 0.00
29 62 66 -> 58 : sup = 2884.00, conf = 1.00, lift = 0.00
58 62 66 -> 29 : sup = 2884.00, conf = 1.00, lift = 0.00
29 58 66 -> 62 : sup = 2884.00, conf = 0.96, lift = 0.00
29 62 -> 58 66 : sup = 2884.00, conf = 0.95, lift = 0.00
58 62 -> 29 66 : sup = 2884.00, conf = 0.94, lift = 0.00
29 58 -> 62 66 : sup = 2884.00, conf = 0.91, lift = 0.00
62 66 -> 29 58 : sup = 2884.00, conf = 1.00, lift = 0.00
29 66 -> 58 62 : sup = 2884.00, conf = 0.96, lift = 0.00
58 66 -> 29 62 : sup = 2884.00, conf = 0.95, lift = 0.00
62 -> 29 58 66 : sup = 2884.00, conf = 0.94, lift = 0.00
29 -> 58 62 66 : sup = 2884.00, conf = 0.91, lift = 0.00
58 -> 29 62 66 : sup = 2884.00, conf = 0.90, lift = 0.00
66 -> 29 58 62 : sup = 2884.00, conf = 0.95, lift = 0.00
5 40 58 60 -> 52 : sup = 2892.00, conf = 1.00, lift = 0.00
40 52 58 60 -> 5 : sup = 2892.00, conf = 0.93, lift = 0.00
5 52 58 60 -> 40 : sup = 2892.00, conf = 0.99, lift = 0.00
5 40 52 60 -> 58 : sup = 2892.00, conf = 1.00, lift = 0.00
5 40 52 58 -> 60 : sup = 2892.00, conf = 0.98, lift = 0.00
40 58 60 -> 5 52 : sup = 2892.00, conf = 0.93, lift = 0.00
5 58 60 -> 40 52 : sup = 2892.00, conf = 0.99, lift = 0.00
5 40 60 -> 52 58 : sup = 2892.00, conf = 1.00, lift = 0.00
5 40 58 -> 52 60 : sup = 2892.00, conf = 0.98, lift = 0.00
52 58 60 -> 5 40 : sup = 2892.00, conf = 0.92, lift = 0.00
40 52 60 -> 5 58 : sup = 2892.00, conf = 0.93, lift = 0.00
40 52 58 -> 5 60 : sup = 2892.00, conf = 0.92, lift = 0.00
5 52 60 -> 40 58 : sup = 2892.00, conf = 0.99, lift = 0.00
5 52 58 -> 40 60 : sup = 2892.00, conf = 0.98, lift = 0.00
5 40 52 -> 58 60 : sup = 2892.00, conf = 0.98, lift = 0.00
58 60 -> 5 40 52 : sup = 2892.00, conf = 0.92, lift = 0.00
40 60 -> 5 52 58 : sup = 2892.00, conf = 0.93, lift = 0.00
40 58 -> 5 52 60 : sup = 2892.00, conf = 0.91, lift = 0.00
5 60 -> 40 52 58 : sup = 2892.00, conf = 0.99, lift = 0.00
