Antecedent,Consequent,Support,Confidence,Lift,Conviction
"29 36 52 58","62",2937.0000,0.9561,0.0003,-69609.2444
"29 58 62","36 52",2937.0000,0.9645,0.0003,-87036.2500
"29 52 62","36 58",2937.0000,0.9680,0.0003,-96869.0515
"52 58 62","29 36",2937.0000,0.9633,0.0003,-83929.1696
"29 52 58","36 62",2937.0000,0.9268,0.0003,-40459.3879
"29 36 62","52 58",2937.0000,0.9963,0.0003,-853044.0000
"36 58 62","29 52",2937.0000,0.9912,0.0003,-361144.1154
"29 36 58","52 62",2937.0000,0.9526,0.0003,-64362.9041
"36 52 62","29 58",2937.0000,0.9949,0.0003,-625627.2000
"29 36 52","58 62",2937.0000,0.9557,0.0003,-69119.9044
"36 52 58","29 62",2937.0000,0.9514,0.0003,-62645.5200
"29 62","36 52 58",2937.0000,0.9645,0.0003,-87008.0556
"58 62","29 36 52",2937.0000,0.9598,0.0003,-76425.3659
"29 58","36 52 62",2937.0000,0.9236,0.0003,-38618.0247
"52 62","29 36 58",2937.0000,0.9633,0.0003,-83901.9464
"29 52","36 58 62",2937.0000,0.9265,0.0003,-40298.4549
"52 58","29 36 62",2937.0000,0.9224,0.0003,-37988.8583
"36 62","29 52 58",2937.0000,0.9912,0.0003,-361030.1538
"29 36","52 58 62",2937.0000,0.9523,0.0003,-63945.7959
"36 58","29 52 62",2937.0000,0.9480,0.0003,-58361.7019
"36 52","29 58 62",2937.0000,0.9511,0.0003,-62250.8079
"62","29 36 52 58",2937.0000,0.9598,0.0003,-76400.4878
"29","36 52 58 62",2937.0000,0.9233,0.0003,-38471.8484
"58","29 36 52 62",2937.0000,0.9192,0.0003,-36358.6047
"52","29 36 58 62",2937.0000,0.9221,0.0003,-37847.5605
"36","29 52 58 62",2937.0000,0.9477,0.0003,-58020.1667
"29 40 56 60","52",2932.0000,0.9983,0.0003,-1870281.6000
"29 52 56 60","40",2932.0000,0.9919,0.0003,-390315.1667
"29 40 52 60","56",2932.0000,0.9458,0.0003,-55726.1905
"29 40 52 56","60",2932.0000,0.9852,0.0003,-212919.2727
"40 52 56 60","29",2932.0000,0.9956,0.0003,-720392.3077
"29 56 60","40 52",2932.0000,0.9902,0.0003,-322442.6897
"29 40 60","52 56",2932.0000,0.9425,0.0003,-52400.3631
"29 40 56","52 60",2932.0000,0.9836,0.0003,-190844.8367
"40 56 60","29 52",2932.0000,0.9939,0.0003,-519363.8889
"29 52 60","40 56",2932.0000,0.9382,0.0003,-48494.1710
"29 52 56","40 60",2932.0000,0.9770,0.0003,-135827.8696
"52 56 60","29 40",2932.0000,0.9875,0.0003,-253087.1892
"29 40 52","56 60",2932.0000,0.9326,0.0003,-44090.1509
"40 52 60","29 56",2932.0000,0.9419,0.0003,-51682.6796
"40 52 56","29 60",2932.0000,0.9803,0.0003,-158928.5593
"29 60","40 52 56",2932.0000,0.9349,0.0003,-45963.9216
"29 56","40 52 60",2932.0000,0.9754,0.0003,-126414.4865
"56 60","29 40 52",2932.0000,0.9859,0.0003,-222554.3333
"29 40","52 56 60",2932.0000,0.9293,0.0003,-41991.2108
"40 60","29 52 56",2932.0000,0.9385,0.0003,-48812.5000
"40 56","29 52 60",2932.0000,0.9786,0.0003,-146242.2500
"29 52","40 56 60",2932.0000,0.9249,0.0003,-39278.6975
"52 60","29 40 56",2932.0000,0.9344,0.0003,-45394.3689
"52 56","29 40 60",2932.0000,0.9721,0.0003,-111663.8095
"40 52","29 56 60",2932.0000,0.9281,0.0003,-41192.2467
"29","40 52 56 60",2932.0000,0.9217,0.0003,-37609.8956
"60","29 40 52 56",2932.0000,0.9311,0.0003,-43171.7742
"56","29 40 52 60",2932.0000,0.9705,0.0003,-105191.8989
"40","29 52 56 60",2932.0000,0.9249,0.0003,-39358.6134
"52","29 40 56 60",2932.0000,0.9206,0.0003,-36961.1067
"52 58 62","66",2881.0000,0.9449,0.0003,-54809.4048
"58 62 66","52",2881.0000,0.9962,0.0003,-837102.5455
"52 62 66","58",2881.0000,1.0000,0.0003,Infinity
"52 58 66","62",2881.0000,0.9575,0.0003,-71910.3984
"58 62","52 66",2881.0000,0.9415,0.0003,-51438.7709
"52 62","58 66",2881.0000,0.9449,0.0003,-54791.2560
"52 58","62 66",2881.0000,0.9048,0.0003,-30379.3531
"62 66","52 58",2881.0000,0.9962,0.0003,-836839.6364
"58 66","52 62",2881.0000,0.9540,0.0003,-66222.7338
"52 66","58 62",2881.0000,0.9571,0.0003,-71376.6667
"62","52 58 66",2881.0000,0.9415,0.0003,-51421.6760
"58","52 62 66",2881.0000,0.9017,0.0003,-29304.4586
"52","58 62 66",2881.0000,0.9046,0.0003,-30288.9309
"66","52 58 62",2881.0000,0.9537,0.0003,-65771.4857
"7 58 60 62","52",2885.0000,0.9962,0.0003,-838260.3636
"52 58 60 62","7",2885.0000,0.9607,0.0003,-78256.1441
"7 52 60 62","58",2885.0000,1.0000,0.0003,Infinity
"7 52 58 62","60",2885.0000,0.9850,0.0003,-209556.6364
"7 52 58 60","62",2885.0000,0.9556,0.0003,-68918.8134
"58 60 62","7 52",2885.0000,0.9572,0.0003,-71588.3411
"7 60 62","52 58",2885.0000,0.9962,0.0003,-837997.0909
"7 58 62","52 60",2885.0000,0.9813,0.0003,-167686.9091
"7 58 60","52 62",2885.0000,0.9521,0.0003,-63692.6897
"52 60 62","7 58",2885.0000,0.9607,0.0003,-78230.6949
"52 58 62","7 60",2885.0000,0.9462,0.0003,-56332.1341
"52 58 60","7 62",2885.0000,0.9197,0.0003,-36585.8849
"7 52 62","58 60",2885.0000,0.9850,0.0003,-209490.0682
"7 52 60","58 62",2885.0000,0.9553,0.0003,-68430.9630
"7 52 58","60 62",2885.0000,0.9416,0.0003,-51574.4804
"60 62","7 52 58",2885.0000,0.9572,0.0003,-71564.9767
"58 62","7 52 60",2885.0000,0.9428,0.0003,-52789.3714
"58 60","7 52 62",2885.0000,0.9165,0.0003,-35046.9354
"7 62","52 58 60",2885.0000,0.9813,0.0003,-167633.4545
"7 60","52 58 62",2885.0000,0.9518,0.0003,-63277.3151
"7 58","52 60 62",2885.0000,0.9382,0.0003,-48585.0000
"52 62","7 58 60",2885.0000,0.9462,0.0003,-56313.5427
"52 60","7 58 62",2885.0000,0.9194,0.0003,-36452.8933
"52 58","7 60 62",2885.0000,0.9061,0.0003,-30828.3612
"7 52","58 60 62",2885.0000,0.9413,0.0003,-51304.6944
"62","7 52 58 60",2885.0000,0.9428,0.0003,-52771.8857
"60","7 52 58 62",2885.0000,0.9162,0.0003,-34925.2727
"58","7 52 60 62",2885.0000,0.9030,0.0003,-29723.8065
"7","52 58 60 62",2885.0000,0.9379,0.0003,-48346.3455
"52","7 58 60 62",2885.0000,0.9058,0.0003,-30735.2500
"29 52 60 62","36",2893.0000,0.9676,0.0003,-95495.0515
"29 36 60 62","52",2893.0000,0.9962,0.0003,-840576.0000
"29 36 52 62","60",2893.0000,0.9850,0.0003,-210129.0000
"36 52 60 62","29",2893.0000,0.9955,0.0003,-710852.3077
"29 36 52 60","62",2893.0000,0.9554,0.0003,-68612.2370
"29 60 62","36 52",2893.0000,0.9640,0.0003,-85778.5833
"29 52 62","36 60",2893.0000,0.9535,0.0003,-65650.5957
"52 60 62","29 36",2893.0000,0.9634,0.0003,-84165.9000
"29 52 60","36 62",2893.0000,0.9258,0.0003,-39897.6293
"29 36 62","52 60",2893.0000,0.9813,0.0003,-168143.2000
"36 60 62","29 52",2893.0000,0.9918,0.0003,-385165.5417
"29 36 60","52 62",2893.0000,0.9520,0.0003,-63444.3288
"36 52 62","29 60",2893.0000,0.9800,0.0003,-156856.2712
"29 36 52","60 62",2893.0000,0.9414,0.0003,-51438.6056
"36 52 60","29 62",2893.0000,0.9513,0.0003,-62545.9730
"29 62","36 52 60",2893.0000,0.9501,0.0003,-60900.0000
"60 62","29 36 52",2893.0000,0.9599,0.0003,-76520.7273
"29 60","36 52 62",2893.0000,0.9225,0.0003,-38083.6872
"52 62","29 36 60",2893.0000,0.9488,0.0003,-59377.3205
"29 52","36 60 62",2893.0000,0.9126,0.0003,-33370.8303
"52 60","29 36 62",2893.0000,0.9219,0.0003,-37745.6571
"36 62","29 52 60",2893.0000,0.9764,0.0003,-132234.4571
"29 36","52 60 62",2893.0000,0.9381,0.0003,-48472.0838
"36 60","29 52 62",2893.0000,0.9479,0.0003,-58218.3396
"36 52","29 60 62",2893.0000,0.9369,0.0003,-47507.6923
"62","29 36 52 60",2893.0000,0.9454,0.0003,-55464.7904
"29","36 52 60 62",2893.0000,0.9095,0.0003,-32086.1285
"60","29 36 52 62",2893.0000,0.9187,0.0003,-36115.0938
"52","29 36 60 62",2893.0000,0.9083,0.0003,-31664.5719
"36","29 52 60 62",2893.0000,0.9335,0.0003,-44965.5874
"29 40 56 62","52",2889.0000,0.9983,0.0003,-1842899.2000
"29 52 56 62","40",2889.0000,0.9952,0.0003,-657114.7857
"29 40 52 62","56",2889.0000,0.9569,0.0003,-70133.6923
"40 52 56 62","29",2889.0000,0.9948,0.0003,-615648.0000
"29 40 52 56","62",2889.0000,0.9708,0.0003,-104638.8966
"29 56 62","40 52",2889.0000,0.9935,0.0003,-483340.2105
"29 40 62","52 56",2889.0000,0.9535,0.0003,-64790.4255
"40 56 62","29 52",2889.0000,0.9931,0.0003,-460931.0500
"29 40 56","52 62",2889.0000,0.9691,0.0003,-98761.8261
"29 52 62","40 56",2889.0000,0.9522,0.0003,-62667.7931
"52 56 62","29 40",2889.0000,0.9901,0.0003,-317357.6552
"29 52 56","40 62",2889.0000,0.9627,0.0003,-81562.8929
"40 52 62","29 56",2889.0000,0.9522,0.0003,-62877.0345
"29 40 52","56 62",2889.0000,0.9189,0.0003,-36026.5412
"40 52 56","29 62",2889.0000,0.9659,0.0003,-89260.8235
"29 62","40 52 56",2889.0000,0.9488,0.0003,-58362.5000
"56 62","29 40 52",2889.0000,0.9884,0.0003,-270205.5588
"29 56","40 52 62",2889.0000,0.9611,0.0003,-77924.7692
"40 62","29 52 56",2889.0000,0.9488,0.0003,-58557.6923
"29 40","52 56 62",2889.0000,0.9157,0.0003,-34598.2519
"40 56","29 52 62",2889.0000,0.9643,0.0003,-84924.0000
"52 62","29 40 56",2889.0000,0.9475,0.0003,-56787.6250
"29 52","40 56 62",2889.0000,0.9114,0.0003,-32805.5516
"52 56","29 40 62",2889.0000,0.9579,0.0003,-71932.7874
"40 52","29 56 62",2889.0000,0.9145,0.0003,-34011.9000
"62","29 40 52 56",2889.0000,0.9441,0.0003,-53236.8421
"29","40 52 56 62",2889.0000,0.9082,0.0003,-31624.8048
"56","29 40 52 62",2889.0000,0.9563,0.0003,-69071.0455
"40","29 52 56 62",2889.0000,0.9114,0.0003,-32737.8648
"52","29 40 56 62",2889.0000,0.9071,0.0003,-31129.0709
"29 40 58 60","52",3099.0000,0.9965,0.0003,-900203.6364
"29 52 58 60","40",3099.0000,0.9920,0.0003,-395998.2400
"29 40 52 60","58",3099.0000,0.9997,0.0003,-9901400.0000
"29 40 52 58","60",3099.0000,0.9860,0.0003,-224867.3636
"40 52 58 60","29",3099.0000,0.9958,0.0003,-761243.0769
"29 58 60","40 52",3099.0000,0.9885,0.0003,-275009.1667
"29 40 60","52 58",3099.0000,0.9961,0.0003,-825192.7500
"29 40 58","52 60",3099.0000,0.9826,0.0003,-179892.6909
"40 58 60","29 52",3099.0000,0.9923,0.0003,-412366.1250
"29 52 60","40 58",3099.0000,0.9917,0.0003,-380769.2308
"29 52 58","40 60",3099.0000,0.9779,0.0003,-141382.6714
"52 58 60","29 40",3099.0000,0.9879,0.0003,-260371.0000
"29 40 52","58 60",3099.0000,0.9857,0.0003,-219870.4000
"40 52 60","29 58",3099.0000,0.9955,0.0003,-706873.3571
"40 52 58","29 60",3099.0000,0.9813,0.0003,-167802.2034
"29 60","40 52 58",3099.0000,0.9882,0.0003,-267577.0811
"29 58","40 52 60",3099.0000,0.9745,0.0003,-122174.8148
"58 60","29 40 52",3099.0000,0.9844,0.0003,-201921.7143
"29 40","52 58 60",3099.0000,0.9823,0.0003,-176680.0000
"40 60","29 52 58",3099.0000,0.9920,0.0003,-395873.2800
"40 58","29 52 60",3099.0000,0.9779,0.0003,-141427.9429
"29 52","40 58 60",3099.0000,0.9776,0.0003,-139390.7042
"52 60","29 40 58",3099.0000,0.9876,0.0003,-253695.2308
"52 58","29 40 60",3099.0000,0.9733,0.0003,-116496.9412
"40 52","29 58 60",3099.0000,0.9810,0.0003,-165005.1000
"29","40 52 58 60",3099.0000,0.9742,0.0003,-120684.0366
"60","29 40 52 58",3099.0000,0.9841,0.0003,-197883.1600
"58","29 40 52 60",3099.0000,0.9700,0.0003,-103138.5937
"40","29 52 58 60",3099.0000,0.9776,0.0003,-139435.3521
"52","29 40 58 60",3099.0000,0.9730,0.0003,-115141.4535
"52 60 62","66",2881.0000,0.9594,0.0003,-74336.5574
"60 62 66","52",2881.0000,0.9962,0.0003,-837102.5455
"52 62 66","60",2881.0000,1.0000,0.0003,Infinity
"52 60 66","62",2881.0000,0.9571,0.0003,-71376.6667
"60 62","52 66",2881.0000,0.9559,0.0003,-68188.9173
"52 62","60 66",2881.0000,0.9449,0.0003,-54809.4048
"52 60","62 66",2881.0000,0.9181,0.0003,-35299.4475
"62 66","52 60",2881.0000,0.9962,0.0003,-824745.8182
"60 66","52 62",2881.0000,0.9537,0.0003,-65771.4857
"52 66","60 62",2881.0000,0.9571,0.0003,-70303.3333
"62","52 60 66",2881.0000,0.9415,0.0003,-51438.7709
"60","52 62 66",2881.0000,0.9149,0.0003,-33840.0000
"52","60 62 66",2881.0000,0.9046,0.0003,-30288.9309
"66","52 60 62",2881.0000,0.9537,0.0003,-64778.8714
"36 52 58 60","34",2888.0000,0.9500,0.0003,-60780.0000
"34 52 58 60","36",2888.0000,0.9675,0.0003,-95335.3608
"34 36 58 60","52",2888.0000,0.9969,0.0003,-1024894.2222
"34 36 52 60","58",2888.0000,0.9997,0.0003,-9227466.0000
"34 36 52 58","60",2888.0000,0.9847,0.0003,-205179.6444
"52 58 60","34 36",2888.0000,0.9206,0.0003,-37064.4739
"36 58 60","34 52",2888.0000,0.9466,0.0003,-56714.9080
"36 52 60","34 58",2888.0000,0.9497,0.0003,-60382.7320
"36 52 58","34 60",2888.0000,0.9355,0.0003,-46444.6131
"34 58 60","36 52",2888.0000,0.9646,0.0003,-87193.1887
"34 52 60","36 58",2888.0000,0.9672,0.0003,-94363.6939
"34 52 58","36 60",2888.0000,0.9531,0.0003,-65102.3239
"34 36 60","52 58",2888.0000,0.9965,0.0003,-922433.4000
"34 36 58","52 60",2888.0000,0.9816,0.0003,-170908.4074
"34 36 52","58 60",2888.0000,0.9843,0.0003,-200723.8696
"58 60","34 36 52",2888.0000,0.9174,0.0003,-35511.8615
"52 60","34 36 58",2888.0000,0.9203,0.0003,-36915.4320
"52 58","34 36 60",2888.0000,0.9070,0.0003,-31162.3243
"36 60","34 52 58",2888.0000,0.9463,0.0003,-56368.9512
"36 58","34 52 60",2888.0000,0.9322,0.0003,-44035.8571
"36 52","34 58 60",2888.0000,0.9352,0.0003,-46211.9200
"34 60","36 52 58",2888.0000,0.9643,0.0003,-86379.1589
"34 58","36 52 60",2888.0000,0.9503,0.0003,-61182.5166
"34 52","36 58 60",2888.0000,0.9528,0.0003,-64647.2028
"34 36","52 58 60",2888.0000,0.9813,0.0003,-167804.5091
"60","34 36 52 58",2888.0000,0.9171,0.0003,-35374.9732
"58","34 36 52 60",2888.0000,0.9039,0.0003,-30055.8958
"52","34 36 58 60",2888.0000,0.9068,0.0003,-31056.4310
"36","34 52 58 60",2888.0000,0.9319,0.0003,-43826.6161
"34","36 52 58 60",2888.0000,0.9500,0.0003,-60780.0000
"29 36 52 58","66",2904.0000,0.9453,0.0003,-55222.8571
"29 52 58 66","36",2904.0000,0.9677,0.0003,-95846.3711
"29 36 58 66","52",2904.0000,0.9962,0.0003,-843760.0000
"29 36 52 66","58",2904.0000,0.9997,0.0003,-9278570.0000
"36 52 58 66","29",2904.0000,0.9973,0.0003,-1157520.0000
"29 52 58","36 66",2904.0000,0.9164,0.0003,-34954.6679
"29 36 58","52 66",2904.0000,0.9419,0.0003,-51825.4022
"29 36 52","58 66",2904.0000,0.9450,0.0003,-54895.7811
"36 52 58","29 66",2904.0000,0.9407,0.0003,-50808.9836
"29 58 66","36 52",2904.0000,0.9641,0.0003,-86093.0000
"29 52 66","36 58",2904.0000,0.9674,0.0003,-94869.3265
"52 58 66","29 36",2904.0000,0.9651,0.0003,-88349.9714
"29 36 66","52 58",2904.0000,0.9959,0.0003,-773469.0000
"36 58 66","29 52",2904.0000,0.9935,0.0003,-487525.6316
"36 52 66","29 58",2904.0000,0.9969,0.0003,-1028936.3333
"29 58","36 52 66",2904.0000,0.9132,0.0003,-33551.3043
"29 52","36 58 66",2904.0000,0.9161,0.0003,-34822.3308
"52 58","29 36 66",2904.0000,0.9121,0.0003,-33147.7143
"29 36","52 58 66",2904.0000,0.9416,0.0003,-51537.0667
"36 58","29 52 66",2904.0000,0.9374,0.0003,-47923.1856
"36 52","29 58 66",2904.0000,0.9404,0.0003,-50532.4348
"29 66","36 52 58",2904.0000,0.9638,0.0003,-85303.8349
"58 66","29 36 52",2904.0000,0.9616,0.0003,-79977.9310
"52 66","29 36 58",2904.0000,0.9648,0.0003,-87517.1698
"36 66","29 52 58",2904.0000,0.9932,0.0003,-463161.6000
"29","36 52 58 66",2904.0000,0.9129,0.0003,-33429.2094
"58","29 36 52 66",2904.0000,0.9089,0.0003,-31884.1237
"52","29 36 58 66",2904.0000,0.9118,0.0003,-33028.7900
"36","29 52 58 66",2904.0000,0.9371,0.0003,-47676.9231
"66","29 36 52 58",2904.0000,0.9613,0.0003,-79294.7949
"29 40 58 62","52",3019.0000,0.9964,0.0003,-877047.2727
"29 52 58 62","40",3019.0000,0.9951,0.0003,-640983.0667
"29 40 52 62","58",3019.0000,1.0000,0.0003,Infinity
"40 52 58 62","29",3019.0000,0.9951,0.0003,-643208.0000
"29 40 52 58","62",3019.0000,0.9605,0.0003,-77535.7823
"29 58 62","40 52",3019.0000,0.9915,0.0003,-369850.3846
"29 40 62","52 58",3019.0000,0.9964,0.0003,-876771.8182
"40 58 62","29 52",3019.0000,0.9915,0.0003,-371138.6538
"29 40 58","52 62",3019.0000,0.9572,0.0003,-71210.3111
"29 52 62","40 58",3019.0000,0.9951,0.0003,-640780.8000
"52 58 62","29 40",3019.0000,0.9902,0.0003,-320551.5333
"29 52 58","40 62",3019.0000,0.9527,0.0003,-64309.5733
"40 52 62","29 58",3019.0000,0.9951,0.0003,-643005.7333
"29 40 52","58 62",3019.0000,0.9602,0.0003,-76939.9680
"40 52 58","29 62",3019.0000,0.9560,0.0003,-69157.9281
"29 62","40 52 58",3019.0000,0.9915,0.0003,-369733.2692
"58 62","29 40 52",3019.0000,0.9866,0.0003,-234575.1220
"29 58","40 52 62",3019.0000,0.9494,0.0003,-59906.4596
"40 62","29 52 58",3019.0000,0.9915,0.0003,-371021.5385
"29 40","52 58 62",3019.0000,0.9569,0.0003,-70709.1176
"40 58","29 52 62",3019.0000,0.9527,0.0003,-64077.1800
"52 62","29 40 58",3019.0000,0.9902,0.0003,-320449.9000
"29 52","40 58 62",3019.0000,0.9524,0.0003,-63903.8411
"52 58","29 40 62",3019.0000,0.9482,0.0003,-58450.5212
"40 52","29 58 62",3019.0000,0.9557,0.0003,-68685.6857
"62","29 40 52 58",3019.0000,0.9866,0.0003,-234500.4878
"29","40 52 58 62",3019.0000,0.9491,0.0003,-59555.3889
"58","29 40 52 62",3019.0000,0.9449,0.0003,-54786.9886
"40","29 52 58 62",3019.0000,0.9524,0.0003,-63672.9139
"52","29 40 58 62",3019.0000,0.9479,0.0003,-58116.6566
"36 40 58 60","48",2934.0000,0.9696,0.0003,-99068.6087
"40 48 58 60","36",2934.0000,0.9912,0.0003,-352695.3846
"36 48 58 60","40",2934.0000,0.9916,0.0003,-375082.8400
"36 40 48 60","58",2934.0000,0.9997,0.0003,-9374390.0000
"36 40 48 58","60",2934.0000,0.9912,0.0003,-358387.6923
"40 58 60","36 48",2934.0000,0.9395,0.0003,-49340.0952
"36 58 60","40 48",2934.0000,0.9617,0.0003,-77865.6923
"36 40 60","48 58",2934.0000,0.9693,0.0003,-98003.1935
"36 40 58","48 60",2934.0000,0.9551,0.0003,-66448.6957
"48 58 60","36 40",2934.0000,0.9829,0.0003,-179802.3529
"40 48 60","36 58",2934.0000,0.9909,0.0003,-339637.6667
"40 48 58","36 60",2934.0000,0.9826,0.0003,-175197.8077
"36 48 60","40 58",2934.0000,0.9912,0.0003,-360664.6154
"36 48 58","40 60",2934.0000,0.9826,0.0003,-179332.2692
"36 40 48","58 60",2934.0000,0.9909,0.0003,-345121.0000
"58 60","36 40 48",2934.0000,0.9320,0.0003,-43542.4299
"40 60","36 48 58",2934.0000,0.9392,0.0003,-49079.6842
"40 58","36 48 60",2934.0000,0.9258,0.0003,-39902.4298
"36 60","40 48 58",2934.0000,0.9613,0.0003,-77205.2542
"36 58","40 48 60",2934.0000,0.9471,0.0003,-55915.1220
"36 40","48 58 60",2934.0000,0.9548,0.0003,-65970.0144
"48 60","36 40 58",2934.0000,0.9826,0.0003,-176346.2692
"48 58","36 40 60",2934.0000,0.9741,0.0003,-116850.1538
"40 48","36 58 60",2934.0000,0.9823,0.0003,-171893.3962
"36 48","40 58 60",2934.0000,0.9823,0.0003,-175951.2075
"60","36 40 48 58",2934.0000,0.9317,0.0003,-43339.0279
"58","36 40 48 60",2934.0000,0.9183,0.0003,-35916.2069
"40","36 48 58 60",2934.0000,0.9256,0.0003,-39732.4576
"36","40 48 58 60",2934.0000,0.9468,0.0003,-55575.4000
"48","36 40 58 60",2934.0000,0.9738,0.0003,-115371.2025
"40 52 56 58","36",2893.0000,0.9676,0.0003,-95495.0515
"36 40 56 58","52",2893.0000,0.9983,0.0003,-1845446.4000
"36 52 56 58","40",2893.0000,0.9914,0.0003,-369885.6800
"36 40 52 58","56",2893.0000,0.9451,0.0003,-55025.1190
"36 40 52 56","58",2893.0000,0.9997,0.0003,-9243436.0000
"40 56 58","36 52",2893.0000,0.9659,0.0003,-90642.7941
"52 56 58","36 40",2893.0000,0.9595,0.0003,-75918.6885
"40 52 58","36 56",2893.0000,0.9161,0.0003,-34833.3358
"40 52 56","36 58",2893.0000,0.9672,0.0003,-94521.7041
"36 56 58","40 52",2893.0000,0.9897,0.0003,-307694.4667
"36 40 58","52 56",2893.0000,0.9417,0.0003,-51743.4637
"36 40 56","52 58",2893.0000,0.9979,0.0003,-1537919.5000
"36 52 58","40 56",2893.0000,0.9372,0.0003,-47657.5515
"36 52 56","40 58",2893.0000,0.9911,0.0003,-355668.9231
"36 40 52","56 58",2893.0000,0.9448,0.0003,-54699.2781
"56 58","36 40 52",2893.0000,0.9579,0.0003,-72789.1339
"40 58","36 52 56",2893.0000,0.9129,0.0003,-33504.1377
"40 56","36 52 58",2893.0000,0.9656,0.0003,-89763.6505
"52 58","36 40 56",2893.0000,0.9086,0.0003,-31708.7010
"52 56","36 40 58",2893.0000,0.9592,0.0003,-75301.9187
"40 52","36 56 58",2893.0000,0.9158,0.0003,-34701.4962
"36 58","40 52 56",2893.0000,0.9338,0.0003,-45185.4634
"36 56","40 52 58",2893.0000,0.9894,0.0003,-297776.3871
"36 40","52 56 58",2893.0000,0.9414,0.0003,-51455.6778
"36 52","40 56 58",2893.0000,0.9369,0.0003,-47412.6769
"58","36 40 52 56",2893.0000,0.9055,0.0003,-30606.4073
"56","36 40 52 58",2893.0000,0.9576,0.0003,-72220.7812
"40","36 52 56 58",2893.0000,0.9126,0.0003,-33382.2744
"52","36 40 56 58",2893.0000,0.9083,0.0003,-31599.1267
"36","40 52 56 58",2893.0000,0.9335,0.0003,-44965.5874
"7 29 52 58 60","36",2915.0000,0.9678,0.0003,-96197.6907
"7 29 36 58 60","52",2915.0000,0.9962,0.0003,-846944.0000
"29 36 52 58 60","7",2915.0000,0.9630,0.0003,-83107.3661
"7 29 36 52 60","58",2915.0000,0.9997,0.0003,-9313704.0000
"7 29 36 52 58","60",2915.0000,0.9848,0.0003,-207068.4444
"7 36 52 58 60","29",2915.0000,0.9976,0.0003,-1327422.8571
"7 29 58 60","36 52",2915.0000,0.9643,0.0003,-86407.4167
"29 52 58 60","7 36",2915.0000,0.9331,0.0003,-44513.2632
"7 29 52 60","36 58",2915.0000,0.9675,0.0003,-95216.9490
"7 29 52 58","36 60",2915.0000,0.9535,0.0003,-65682.4437
"7 52 58 60","29 36",2915.0000,0.9656,0.0003,-89495.9327
"29 36 58 60","7 52",2915.0000,0.9595,0.0003,-75678.3089
"7 29 36 60","52 58",2915.0000,0.9959,0.0003,-776386.7500
"7 29 36 58","52 60",2915.0000,0.9812,0.0003,-166429.0536
"7 36 58 60","29 52",2915.0000,0.9939,0.0003,-516370.9444
"29 36 52 60","7 58",2915.0000,0.9627,0.0003,-82372.3186
"29 36 52 58","7 60",2915.0000,0.9489,0.0003,-59287.6433
"36 52 58 60","7 29",2915.0000,0.9589,0.0003,-74613.7600
"7 29 36 52","58 60",2915.0000,0.9845,0.0003,-202571.0217
"7 36 52 60","29 58",2915.0000,0.9973,0.0003,-1161527.1250
"7 36 52 58","29 60",2915.0000,0.9825,0.0003,-178875.8654
"29 58 60","7 36 52",2915.0000,0.9298,0.0003,-42279.7500
"7 29 60","36 52 58",2915.0000,0.9640,0.0003,-85615.2661
"7 29 58","36 52 60",2915.0000,0.9501,0.0003,-60958.9542
"7 58 60","29 36 52",2915.0000,0.9620,0.0003,-80940.5217
"29 52 60","7 36 58",2915.0000,0.9328,0.0003,-44300.5952
"29 52 58","7 36 60",2915.0000,0.9198,0.0003,-36593.2165
"52 58 60","7 29 36",2915.0000,0.9292,0.0003,-41982.1036
"7 29 52","36 58 60",2915.0000,0.9532,0.0003,-65223.0769
"7 52 60","29 36 58",2915.0000,0.9652,0.0003,-88644.1905
"7 52 58","29 36 60",2915.0000,0.9514,0.0003,-62472.6980
"29 36 60","7 52 58",2915.0000,0.9592,0.0003,-75068.2016
"29 36 58","7 52 60",2915.0000,0.9455,0.0003,-55402.2440
"36 58 60","7 29 52",2915.0000,0.9554,0.0003,-68580.1985
"7 29 36","52 58 60",2915.0000,0.9808,0.0003,-163512.1404
"7 36 60","29 52 58",2915.0000,0.9935,0.0003,-489205.8947
"7 36 58","29 52 60",2915.0000,0.9788,0.0003,-147670.9841
"29 36 52","7 58 60",2915.0000,0.9486,0.0003,-58912.1329
"36 52 60","7 29 58",2915.0000,0.9586,0.0003,-74021.8016
"36 52 58","7 29 60",2915.0000,0.9443,0.0003,-54255.8198
"7 36 52","29 58 60",2915.0000,0.9821,0.0003,-175504.0000
"29 60","7 36 52 58",2915.0000,0.9295,0.0003,-42087.6742
"29 58","7 36 52 60",2915.0000,0.9167,0.0003,-35064.0000
"58 60","7 29 36 52",2915.0000,0.9260,0.0003,-39991.7597
"7 29","36 52 58 60",2915.0000,0.9498,0.0003,-60562.9286
"7 60","29 36 52 58",2915.0000,0.9617,0.0003,-80243.1121
"7 58","29 36 52 60",2915.0000,0.9480,0.0003,-58175.1563
"29 52","7 36 58 60",2915.0000,0.9196,0.0003,-36448.7843
"52 60","7 29 36 58",2915.0000,0.9289,0.0003,-41793.0942
"52 58","7 29 36 60",2915.0000,0.9155,0.0003,-34633.3978
"7 52","29 36 58 60",2915.0000,0.9511,0.0003,-62056.0333
"29 36","7 52 58 60",2915.0000,0.9452,0.0003,-55074.0355
"36 60","7 29 52 58",2915.0000,0.9551,0.0003,-68079.6496
"36 58","7 29 52 60",2915.0000,0.9409,0.0003,-50990.0328
"7 36","29 52 58 60",2915.0000,0.9785,0.0003,-145365.8906
